Date received,"BANK OF AMERICA, NATIONAL ASSOCIATION",CAPITAL ONE FINANCIAL CORPORATION,"CITIBANK, N.A.","EQUIFAX, INC.",Experian Information Solutions Inc.,JPMORGAN CHASE & CO.,"Navient Solutions, LLC.",SYNCHRONY FINANCIAL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WELLS FARGO & COMPANY
2016-09-16,17.0,19.0,22.0,57.0,30.0,24.0,12.0,11.0,40.0,63.0
2016-09-17,12.0,4.0,17.0,19.0,13.0,8.0,2.0,5.0,8.0,21.0
2016-09-18,10.0,1.0,13.0,10.0,13.0,6.0,4.0,5.0,9.0,12.0
2016-09-19,44.0,14.0,24.0,53.0,40.0,34.0,13.0,5.0,41.0,52.0
2016-09-20,43.0,13.0,41.0,81.0,59.0,53.0,14.0,15.0,78.0,91.0
2016-09-21,47.0,22.0,40.0,59.0,41.0,42.0,10.0,10.0,41.0,80.0
2016-09-22,29.0,22.0,40.0,66.0,61.0,36.0,12.0,11.0,44.0,73.0
2016-09-23,39.0,15.0,21.0,64.0,52.0,32.0,13.0,9.0,45.0,67.0
2016-09-24,16.0,6.0,11.0,30.0,15.0,12.0,6.0,4.0,31.0,17.0
2016-09-25,14.0,11.0,11.0,20.0,16.0,8.0,7.0,3.0,30.0,21.0
2016-09-26,45.0,16.0,30.0,56.0,35.0,33.0,15.0,14.0,46.0,70.0
2016-09-27,64.0,13.0,43.0,74.0,74.0,35.0,16.0,17.0,72.0,74.0
2016-09-28,32.0,22.0,32.0,72.0,61.0,32.0,5.0,15.0,66.0,82.0
2016-09-29,41.0,21.0,32.0,50.0,38.0,51.0,17.0,12.0,42.0,94.0
2016-09-30,26.0,15.0,32.0,46.0,36.0,21.0,10.0,7.0,37.0,85.0
2016-10-01,11.0,8.0,12.0,23.0,17.0,13.0,6.0,6.0,23.0,28.0
2016-10-02,12.0,5.0,13.0,19.0,16.0,6.0,5.0,8.0,17.0,18.0
2016-10-03,55.0,12.0,35.0,66.0,65.0,44.0,13.0,9.0,56.0,65.0
2016-10-04,55.0,18.0,34.0,74.0,58.0,33.0,9.0,8.0,73.0,68.0
2016-10-05,41.0,17.0,32.0,55.0,50.0,43.0,14.0,12.0,69.0,69.0
2016-10-06,40.0,22.0,30.0,61.0,62.0,29.0,8.0,17.0,84.0,58.0
2016-10-07,27.0,11.0,30.0,44.0,35.0,29.0,7.0,11.0,76.0,62.0
2016-10-08,5.0,3.0,12.0,15.0,19.0,13.0,5.0,3.0,25.0,16.0
2016-10-09,9.0,2.0,4.0,29.0,15.0,11.0,2.0,2.0,26.0,12.0
2016-10-10,20.0,5.0,13.0,48.0,36.0,22.0,6.0,4.0,50.0,30.0
2016-10-11,43.0,16.0,33.0,59.0,70.0,27.0,14.0,16.0,62.0,51.0
2016-10-12,40.0,16.0,27.0,47.0,47.0,20.0,14.0,7.0,61.0,56.0
2016-10-13,34.0,19.0,20.0,79.0,52.0,36.0,12.0,16.0,105.0,59.0
2016-10-14,30.0,7.0,24.0,70.0,46.0,36.0,11.0,7.0,133.0,50.0
2016-10-15,14.0,1.0,12.0,39.0,19.0,13.0,4.0,4.0,48.0,17.0
2016-10-16,8.0,4.0,10.0,28.0,19.0,16.0,6.0,2.0,42.0,7.0
2016-10-17,35.0,10.0,29.0,44.0,38.0,30.0,7.0,16.0,67.0,68.0
2016-10-18,48.0,20.0,38.0,67.0,54.0,26.0,15.0,13.0,45.0,69.0
2016-10-19,29.0,9.0,28.0,48.0,43.0,33.0,6.0,16.0,48.0,62.0
2016-10-20,34.0,18.0,33.0,69.0,51.0,33.0,8.0,10.0,68.0,57.0
2016-10-21,41.0,19.0,33.0,41.0,46.0,35.0,10.0,8.0,45.0,67.0
2016-10-22,6.0,9.0,10.0,17.0,11.0,8.0,4.0,4.0,23.0,12.0
2016-10-23,10.0,7.0,9.0,15.0,12.0,6.0,3.0,7.0,20.0,9.0
2016-10-24,32.0,18.0,23.0,47.0,38.0,44.0,6.0,6.0,40.0,44.0
2016-10-25,35.0,19.0,29.0,61.0,65.0,25.0,16.0,13.0,62.0,62.0
2016-10-26,38.0,30.0,28.0,48.0,54.0,28.0,13.0,9.0,43.0,68.0
2016-10-27,28.0,14.0,25.0,58.0,55.0,38.0,14.0,17.0,48.0,46.0
2016-10-28,26.0,18.0,23.0,42.0,51.0,34.0,11.0,6.0,45.0,70.0
2016-10-29,13.0,6.0,7.0,31.0,30.0,7.0,2.0,6.0,27.0,24.0
2016-10-30,9.0,2.0,9.0,18.0,9.0,7.0,1.0,2.0,12.0,10.0
2016-10-31,26.0,11.0,36.0,68.0,56.0,22.0,10.0,10.0,59.0,49.0
2016-11-01,29.0,16.0,39.0,55.0,59.0,39.0,15.0,12.0,47.0,56.0
2016-11-02,54.0,20.0,25.0,58.0,56.0,32.0,17.0,15.0,55.0,58.0
2016-11-03,42.0,12.0,29.0,76.0,66.0,32.0,11.0,11.0,53.0,63.0
2016-11-04,30.0,19.0,20.0,55.0,34.0,32.0,12.0,8.0,12.0,52.0
2016-11-05,8.0,3.0,10.0,20.0,27.0,3.0,3.0,6.0,21.0,14.0
2016-11-06,15.0,3.0,10.0,28.0,23.0,6.0,4.0,3.0,29.0,9.0
2016-11-07,33.0,14.0,19.0,45.0,42.0,16.0,13.0,11.0,25.0,58.0
2016-11-08,44.0,26.0,24.0,59.0,53.0,40.0,5.0,8.0,49.0,55.0
2016-11-09,30.0,15.0,23.0,60.0,63.0,21.0,8.0,13.0,61.0,44.0
2016-11-10,32.0,11.0,25.0,43.0,45.0,28.0,8.0,6.0,36.0,49.0
2016-11-11,19.0,14.0,15.0,37.0,42.0,10.0,12.0,10.0,32.0,16.0
2016-11-12,8.0,3.0,9.0,22.0,14.0,9.0,4.0,6.0,20.0,13.0
2016-11-13,10.0,10.0,9.0,22.0,9.0,10.0,4.0,5.0,17.0,10.0
2016-11-14,39.0,18.0,33.0,43.0,43.0,47.0,5.0,6.0,39.0,38.0
2016-11-15,37.0,21.0,32.0,44.0,31.0,36.0,7.0,10.0,30.0,45.0
2016-11-16,49.0,13.0,23.0,57.0,47.0,35.0,12.0,9.0,36.0,51.0
2016-11-17,40.0,13.0,29.0,61.0,43.0,30.0,12.0,14.0,38.0,52.0
2016-11-18,30.0,22.0,32.0,48.0,42.0,28.0,8.0,10.0,26.0,31.0
2016-11-19,8.0,9.0,12.0,18.0,13.0,8.0,4.0,4.0,14.0,13.0
2016-11-20,2.0,3.0,10.0,16.0,22.0,14.0,3.0,8.0,16.0,8.0
2016-11-21,27.0,14.0,22.0,40.0,45.0,28.0,9.0,9.0,42.0,34.0
2016-11-22,44.0,11.0,32.0,44.0,43.0,38.0,12.0,11.0,59.0,49.0
2016-11-23,30.0,13.0,30.0,38.0,43.0,39.0,3.0,12.0,40.0,40.0
2016-11-24,6.0,2.0,3.0,12.0,12.0,11.0,1.0,4.0,10.0,15.0
2016-11-25,17.0,1.0,16.0,17.0,18.0,13.0,10.0,7.0,14.0,21.0
2016-11-26,8.0,8.0,11.0,12.0,17.0,8.0,5.0,10.0,17.0,12.0
2016-11-27,9.0,3.0,12.0,12.0,17.0,3.0,2.0,3.0,10.0,10.0
2016-11-28,35.0,11.0,23.0,19.0,32.0,36.0,8.0,12.0,26.0,41.0
2016-11-29,23.0,11.0,24.0,48.0,34.0,18.0,9.0,11.0,27.0,31.0
2016-11-30,50.0,18.0,29.0,39.0,60.0,33.0,14.0,14.0,45.0,61.0
2016-12-01,33.0,27.0,29.0,59.0,43.0,32.0,11.0,19.0,48.0,33.0
2016-12-02,30.0,19.0,32.0,42.0,28.0,29.0,10.0,13.0,24.0,38.0
2016-12-03,13.0,3.0,8.0,26.0,15.0,9.0,2.0,6.0,15.0,1.0
2016-12-04,10.0,7.0,6.0,21.0,22.0,10.0,3.0,5.0,32.0,11.0
2016-12-05,45.0,12.0,22.0,42.0,32.0,26.0,6.0,11.0,39.0,40.0
2016-12-06,53.0,23.0,30.0,58.0,55.0,37.0,7.0,14.0,41.0,41.0
2016-12-07,42.0,18.0,28.0,54.0,44.0,38.0,10.0,12.0,40.0,55.0
2016-12-08,28.0,14.0,25.0,42.0,42.0,34.0,12.0,13.0,32.0,32.0
2016-12-09,27.0,10.0,19.0,31.0,29.0,31.0,10.0,6.0,21.0,40.0
2016-12-10,9.0,3.0,15.0,17.0,16.0,15.0,3.0,7.0,14.0,14.0
2016-12-11,8.0,6.0,9.0,11.0,12.0,5.0,3.0,2.0,17.0,11.0
2016-12-12,26.0,18.0,30.0,77.0,70.0,34.0,10.0,8.0,44.0,35.0
2016-12-13,43.0,19.0,23.0,42.0,46.0,38.0,13.0,19.0,36.0,46.0
2016-12-14,31.0,21.0,20.0,44.0,40.0,28.0,13.0,18.0,39.0,47.0
2016-12-15,30.0,16.0,20.0,53.0,46.0,30.0,3.0,15.0,32.0,39.0
2016-12-16,21.0,17.0,19.0,59.0,45.0,21.0,2.0,5.0,45.0,44.0
2016-12-17,13.0,9.0,15.0,24.0,19.0,12.0,6.0,9.0,21.0,13.0
2016-12-18,5.0,4.0,7.0,18.0,31.0,7.0,1.0,4.0,13.0,10.0
2016-12-19,31.0,20.0,24.0,49.0,51.0,29.0,9.0,7.0,38.0,39.0
2016-12-20,36.0,14.0,37.0,63.0,48.0,35.0,6.0,18.0,39.0,36.0
2016-12-21,34.0,21.0,26.0,37.0,35.0,29.0,12.0,14.0,33.0,47.0
2016-12-22,32.0,16.0,23.0,33.0,43.0,23.0,10.0,9.0,41.0,45.0
2016-12-23,20.0,11.0,19.0,26.0,31.0,25.0,6.0,13.0,27.0,36.0
2016-12-24,5.0,2.0,4.0,9.0,11.0,8.0,null,3.0,8.0,6.0
2016-12-25,2.0,1.0,2.0,13.0,6.0,4.0,null,1.0,8.0,7.0
2016-12-26,9.0,6.0,8.0,18.0,10.0,6.0,3.0,4.0,19.0,6.0
2016-12-27,20.0,13.0,11.0,48.0,42.0,39.0,8.0,5.0,49.0,28.0
2016-12-28,29.0,21.0,20.0,52.0,45.0,25.0,5.0,13.0,39.0,36.0
2016-12-29,31.0,14.0,25.0,40.0,29.0,30.0,9.0,12.0,40.0,41.0
2016-12-30,25.0,13.0,14.0,40.0,35.0,18.0,7.0,7.0,30.0,28.0
2016-12-31,11.0,5.0,10.0,8.0,7.0,9.0,7.0,5.0,11.0,8.0
2017-01-01,3.0,null,4.0,9.0,6.0,4.0,3.0,4.0,8.0,9.0
2017-01-02,12.0,12.0,13.0,22.0,21.0,9.0,4.0,4.0,26.0,9.0
2017-01-03,30.0,17.0,26.0,48.0,48.0,22.0,11.0,15.0,42.0,30.0
2017-01-04,45.0,19.0,33.0,57.0,63.0,32.0,11.0,7.0,47.0,46.0
2017-01-05,24.0,20.0,24.0,56.0,41.0,35.0,11.0,8.0,46.0,47.0
2017-01-06,39.0,14.0,32.0,45.0,38.0,33.0,8.0,11.0,39.0,33.0
2017-01-07,7.0,5.0,12.0,24.0,22.0,4.0,3.0,5.0,21.0,11.0
2017-01-08,11.0,6.0,12.0,20.0,15.0,9.0,4.0,1.0,25.0,9.0
2017-01-09,27.0,16.0,20.0,50.0,32.0,29.0,12.0,9.0,25.0,35.0
2017-01-10,50.0,17.0,30.0,52.0,45.0,37.0,11.0,9.0,55.0,45.0
2017-01-11,19.0,26.0,27.0,51.0,40.0,30.0,10.0,20.0,50.0,47.0
2017-01-12,31.0,14.0,28.0,30.0,28.0,31.0,10.0,7.0,30.0,37.0
2017-01-13,31.0,12.0,33.0,49.0,28.0,38.0,10.0,6.0,51.0,52.0
2017-01-14,14.0,7.0,9.0,23.0,25.0,5.0,3.0,6.0,18.0,12.0
2017-01-15,5.0,7.0,8.0,20.0,20.0,9.0,4.0,2.0,16.0,10.0
2017-01-16,6.0,9.0,18.0,27.0,28.0,15.0,3.0,7.0,24.0,17.0
2017-01-17,28.0,12.0,32.0,37.0,34.0,23.0,11.0,17.0,38.0,35.0
2017-01-18,55.0,18.0,21.0,55.0,47.0,40.0,89.0,13.0,53.0,41.0
2017-01-19,46.0,16.0,34.0,46.0,45.0,37.0,1195.0,20.0,41.0,58.0
2017-01-20,34.0,14.0,26.0,59.0,51.0,31.0,895.0,12.0,56.0,27.0
2017-01-21,21.0,9.0,18.0,23.0,15.0,7.0,260.0,9.0,26.0,15.0
2017-01-22,13.0,6.0,18.0,17.0,22.0,3.0,123.0,3.0,17.0,10.0
2017-01-23,44.0,24.0,41.0,46.0,33.0,39.0,219.0,13.0,42.0,56.0
2017-01-24,50.0,22.0,39.0,72.0,71.0,45.0,218.0,14.0,59.0,43.0
2017-01-25,34.0,17.0,27.0,59.0,48.0,37.0,158.0,12.0,63.0,49.0
2017-01-26,30.0,24.0,25.0,41.0,36.0,35.0,236.0,8.0,48.0,36.0
2017-01-27,37.0,12.0,26.0,49.0,50.0,19.0,112.0,15.0,36.0,34.0
2017-01-28,6.0,14.0,7.0,22.0,16.0,11.0,38.0,3.0,14.0,17.0
2017-01-29,6.0,3.0,9.0,18.0,13.0,8.0,35.0,5.0,17.0,9.0
2017-01-30,32.0,14.0,23.0,49.0,46.0,27.0,87.0,15.0,36.0,31.0
2017-01-31,60.0,18.0,28.0,66.0,38.0,35.0,80.0,10.0,61.0,37.0
2017-02-01,43.0,17.0,34.0,62.0,55.0,39.0,67.0,27.0,49.0,42.0
2017-02-02,45.0,20.0,35.0,69.0,65.0,38.0,61.0,15.0,75.0,39.0
2017-02-03,32.0,18.0,33.0,57.0,55.0,30.0,83.0,18.0,49.0,41.0
2017-02-04,10.0,13.0,9.0,36.0,21.0,11.0,30.0,5.0,26.0,18.0
2017-02-05,8.0,8.0,9.0,20.0,20.0,9.0,33.0,7.0,23.0,7.0
2017-02-06,25.0,15.0,21.0,50.0,38.0,30.0,74.0,12.0,40.0,35.0
2017-02-07,43.0,21.0,39.0,63.0,58.0,37.0,139.0,16.0,48.0,36.0
2017-02-08,42.0,18.0,33.0,58.0,64.0,35.0,93.0,16.0,85.0,44.0
2017-02-09,36.0,18.0,27.0,48.0,49.0,33.0,81.0,9.0,58.0,31.0
2017-02-10,27.0,10.0,28.0,40.0,51.0,19.0,83.0,15.0,58.0,27.0
2017-02-11,8.0,6.0,16.0,31.0,28.0,11.0,59.0,4.0,21.0,10.0
2017-02-12,9.0,10.0,10.0,29.0,34.0,9.0,24.0,8.0,30.0,11.0
2017-02-13,39.0,22.0,30.0,43.0,35.0,28.0,70.0,9.0,41.0,45.0
2017-02-14,43.0,23.0,33.0,55.0,46.0,25.0,75.0,8.0,48.0,40.0
2017-02-15,41.0,15.0,29.0,71.0,64.0,28.0,83.0,13.0,69.0,37.0
2017-02-16,37.0,17.0,38.0,50.0,40.0,28.0,76.0,10.0,40.0,37.0
2017-02-17,29.0,18.0,21.0,49.0,44.0,21.0,55.0,10.0,45.0,36.0
2017-02-18,12.0,8.0,14.0,21.0,12.0,9.0,16.0,7.0,8.0,9.0
2017-02-19,1.0,4.0,7.0,25.0,21.0,3.0,18.0,4.0,22.0,5.0
2017-02-20,15.0,10.0,21.0,38.0,22.0,14.0,34.0,9.0,44.0,13.0
2017-02-21,41.0,15.0,30.0,36.0,35.0,30.0,48.0,20.0,50.0,35.0
2017-02-22,34.0,12.0,34.0,38.0,35.0,20.0,57.0,13.0,47.0,40.0
2017-02-23,43.0,14.0,31.0,47.0,48.0,23.0,61.0,14.0,52.0,31.0
2017-02-24,28.0,17.0,22.0,54.0,52.0,27.0,33.0,14.0,60.0,43.0
2017-02-25,9.0,12.0,14.0,28.0,19.0,7.0,18.0,7.0,25.0,15.0
2017-02-26,9.0,6.0,9.0,31.0,32.0,10.0,20.0,5.0,31.0,7.0
2017-02-27,26.0,11.0,17.0,45.0,48.0,22.0,40.0,10.0,54.0,22.0
2017-02-28,40.0,17.0,29.0,57.0,49.0,32.0,52.0,19.0,54.0,45.0
2017-03-01,29.0,18.0,29.0,51.0,50.0,33.0,60.0,18.0,55.0,46.0
2017-03-02,37.0,15.0,28.0,47.0,47.0,27.0,45.0,11.0,48.0,39.0
2017-03-03,28.0,18.0,29.0,38.0,30.0,19.0,36.0,16.0,39.0,31.0
2017-03-04,10.0,6.0,9.0,22.0,16.0,12.0,26.0,11.0,22.0,11.0
2017-03-05,7.0,3.0,7.0,16.0,19.0,9.0,14.0,5.0,14.0,9.0
2017-03-06,32.0,16.0,31.0,35.0,43.0,23.0,38.0,9.0,47.0,29.0
2017-03-07,37.0,18.0,20.0,59.0,63.0,34.0,61.0,21.0,65.0,47.0
2017-03-08,38.0,18.0,26.0,57.0,59.0,29.0,45.0,17.0,63.0,40.0
2017-03-09,33.0,19.0,35.0,56.0,55.0,36.0,36.0,11.0,53.0,43.0
2017-03-10,37.0,17.0,20.0,38.0,35.0,22.0,35.0,16.0,31.0,36.0
2017-03-11,10.0,4.0,8.0,14.0,12.0,11.0,16.0,7.0,15.0,13.0
2017-03-12,11.0,3.0,5.0,12.0,13.0,6.0,18.0,3.0,17.0,4.0
2017-03-13,29.0,11.0,28.0,32.0,47.0,24.0,47.0,13.0,46.0,39.0
2017-03-14,38.0,18.0,29.0,78.0,67.0,42.0,44.0,20.0,63.0,41.0
2017-03-15,40.0,25.0,22.0,49.0,50.0,31.0,42.0,16.0,60.0,48.0
2017-03-16,42.0,24.0,27.0,45.0,64.0,30.0,37.0,12.0,54.0,36.0
2017-03-17,26.0,15.0,24.0,44.0,42.0,31.0,59.0,10.0,45.0,18.0
2017-03-18,6.0,6.0,12.0,24.0,15.0,7.0,27.0,5.0,15.0,9.0
2017-03-19,8.0,6.0,11.0,34.0,20.0,4.0,19.0,4.0,19.0,10.0
2017-03-20,33.0,19.0,35.0,43.0,36.0,21.0,33.0,17.0,34.0,36.0
2017-03-21,40.0,26.0,24.0,70.0,54.0,33.0,42.0,23.0,64.0,43.0
2017-03-22,40.0,32.0,27.0,71.0,76.0,27.0,39.0,13.0,69.0,41.0
2017-03-23,31.0,19.0,22.0,50.0,40.0,29.0,38.0,13.0,47.0,29.0
2017-03-24,28.0,14.0,32.0,41.0,44.0,30.0,24.0,9.0,47.0,25.0
2017-03-25,10.0,10.0,6.0,27.0,18.0,11.0,10.0,3.0,24.0,11.0
2017-03-26,12.0,4.0,12.0,28.0,20.0,5.0,12.0,5.0,23.0,7.0
2017-03-27,44.0,10.0,26.0,57.0,53.0,29.0,41.0,10.0,44.0,48.0
2017-03-28,37.0,18.0,33.0,48.0,52.0,18.0,58.0,15.0,57.0,21.0
2017-03-29,21.0,22.0,30.0,67.0,72.0,27.0,60.0,8.0,65.0,37.0
2017-03-30,27.0,9.0,28.0,61.0,52.0,26.0,44.0,9.0,58.0,30.0
2017-03-31,30.0,16.0,24.0,75.0,53.0,20.0,29.0,16.0,49.0,34.0
2017-04-01,4.0,6.0,5.0,29.0,32.0,11.0,18.0,1.0,34.0,6.0
2017-04-02,4.0,6.0,6.0,16.0,16.0,4.0,11.0,2.0,23.0,4.0
2017-04-03,28.0,14.0,21.0,62.0,57.0,22.0,46.0,16.0,56.0,30.0
2017-04-04,37.0,22.0,26.0,81.0,65.0,22.0,71.0,15.0,62.0,36.0
2017-04-05,35.0,22.0,32.0,75.0,59.0,21.0,51.0,21.0,63.0,32.0
2017-04-06,27.0,10.0,37.0,46.0,54.0,37.0,40.0,19.0,46.0,45.0
2017-04-07,33.0,15.0,24.0,49.0,47.0,29.0,34.0,8.0,48.0,33.0
2017-04-08,11.0,5.0,7.0,33.0,29.0,5.0,16.0,3.0,32.0,10.0
2017-04-09,4.0,9.0,10.0,42.0,51.0,7.0,12.0,2.0,55.0,4.0
2017-04-10,34.0,17.0,20.0,76.0,68.0,26.0,67.0,6.0,58.0,34.0
2017-04-11,38.0,10.0,19.0,67.0,58.0,25.0,50.0,14.0,59.0,38.0
2017-04-12,35.0,20.0,29.0,76.0,76.0,33.0,46.0,8.0,62.0,41.0
2017-04-13,33.0,15.0,18.0,65.0,41.0,21.0,44.0,7.0,47.0,29.0
2017-04-14,27.0,19.0,24.0,86.0,61.0,19.0,36.0,9.0,59.0,27.0
2017-04-15,13.0,11.0,11.0,34.0,27.0,11.0,22.0,6.0,23.0,8.0
2017-04-16,6.0,4.0,8.0,25.0,30.0,9.0,16.0,1.0,24.0,7.0
2017-04-17,27.0,13.0,21.0,50.0,57.0,20.0,30.0,13.0,52.0,26.0
2017-04-18,38.0,17.0,14.0,56.0,69.0,29.0,33.0,21.0,63.0,31.0
2017-04-19,35.0,27.0,26.0,78.0,66.0,37.0,51.0,17.0,83.0,42.0
2017-04-20,31.0,18.0,22.0,60.0,62.0,31.0,42.0,9.0,46.0,35.0
2017-04-21,22.0,10.0,23.0,65.0,52.0,21.0,35.0,13.0,59.0,28.0
2017-04-22,null,2.0,null,null,1.0,null,null,null,1.0,2.0
2017-04-24,34.0,21.0,21.0,94.0,74.0,32.0,26.0,9.0,85.0,36.0
2017-04-25,34.0,23.0,32.0,94.0,87.0,15.0,36.0,13.0,88.0,39.0
2017-04-26,30.0,15.0,31.0,111.0,144.0,30.0,26.0,10.0,114.0,34.0
2017-04-27,26.0,18.0,26.0,99.0,94.0,35.0,39.0,20.0,91.0,24.0
2017-04-28,31.0,19.0,26.0,69.0,65.0,22.0,34.0,14.0,60.0,31.0
2017-04-29,9.0,10.0,10.0,43.0,37.0,12.0,16.0,5.0,39.0,10.0
2017-04-30,13.0,6.0,7.0,28.0,37.0,12.0,13.0,6.0,45.0,14.0
2017-05-01,38.0,9.0,20.0,61.0,61.0,35.0,29.0,11.0,63.0,40.0
2017-05-02,31.0,21.0,21.0,92.0,113.0,28.0,30.0,6.0,92.0,32.0
2017-05-03,32.0,19.0,31.0,85.0,79.0,38.0,33.0,11.0,69.0,40.0
2017-05-04,40.0,15.0,39.0,67.0,77.0,36.0,41.0,17.0,76.0,25.0
2017-05-05,38.0,19.0,32.0,79.0,86.0,46.0,25.0,16.0,77.0,34.0
2017-05-06,9.0,3.0,6.0,33.0,37.0,15.0,8.0,4.0,30.0,6.0
2017-05-07,8.0,3.0,7.0,39.0,33.0,8.0,7.0,6.0,35.0,6.0
2017-05-08,22.0,23.0,20.0,94.0,86.0,35.0,26.0,16.0,86.0,33.0
2017-05-09,31.0,14.0,20.0,102.0,91.0,32.0,25.0,19.0,99.0,39.0
2017-05-10,24.0,16.0,30.0,63.0,77.0,34.0,23.0,10.0,74.0,26.0
2017-05-11,29.0,15.0,20.0,72.0,53.0,34.0,26.0,8.0,53.0,21.0
2017-05-12,23.0,13.0,23.0,51.0,53.0,32.0,26.0,11.0,57.0,30.0
2017-05-13,6.0,5.0,17.0,32.0,24.0,9.0,18.0,4.0,36.0,9.0
2017-05-14,7.0,6.0,11.0,20.0,15.0,11.0,7.0,5.0,21.0,7.0
2017-05-15,25.0,13.0,23.0,67.0,62.0,21.0,29.0,7.0,54.0,32.0
2017-05-16,31.0,17.0,21.0,96.0,80.0,24.0,25.0,15.0,85.0,34.0
2017-05-17,20.0,21.0,22.0,79.0,61.0,28.0,28.0,8.0,76.0,28.0
2017-05-18,36.0,16.0,32.0,86.0,64.0,14.0,21.0,13.0,65.0,26.0
2017-05-19,36.0,19.0,22.0,84.0,64.0,25.0,16.0,7.0,64.0,20.0
2017-05-20,15.0,5.0,9.0,26.0,25.0,12.0,11.0,12.0,33.0,17.0
2017-05-21,11.0,4.0,14.0,37.0,27.0,15.0,9.0,9.0,23.0,12.0
2017-05-22,29.0,22.0,17.0,72.0,55.0,33.0,23.0,13.0,67.0,34.0
2017-05-23,33.0,10.0,20.0,92.0,85.0,24.0,27.0,19.0,82.0,32.0
2017-05-24,33.0,14.0,27.0,86.0,70.0,34.0,33.0,18.0,62.0,35.0
2017-05-25,32.0,11.0,25.0,74.0,50.0,33.0,23.0,8.0,57.0,25.0
2017-05-26,31.0,15.0,12.0,83.0,70.0,25.0,31.0,13.0,76.0,20.0
2017-05-27,9.0,8.0,11.0,28.0,38.0,10.0,5.0,5.0,31.0,13.0
2017-05-28,6.0,5.0,6.0,25.0,28.0,7.0,3.0,4.0,34.0,5.0
2017-05-29,4.0,9.0,5.0,30.0,27.0,2.0,10.0,6.0,28.0,7.0
2017-05-30,33.0,9.0,17.0,84.0,52.0,25.0,21.0,16.0,90.0,26.0
2017-05-31,40.0,15.0,26.0,79.0,70.0,44.0,27.0,10.0,69.0,23.0
2017-06-01,28.0,17.0,29.0,78.0,80.0,26.0,27.0,11.0,87.0,25.0
2017-06-02,26.0,27.0,29.0,60.0,60.0,39.0,19.0,14.0,55.0,29.0
2017-06-03,6.0,9.0,11.0,48.0,47.0,16.0,9.0,5.0,40.0,9.0
2017-06-04,10.0,8.0,11.0,24.0,24.0,7.0,6.0,5.0,24.0,3.0
2017-06-05,15.0,16.0,18.0,70.0,52.0,23.0,18.0,10.0,51.0,16.0
2017-06-06,36.0,19.0,20.0,71.0,62.0,32.0,27.0,6.0,71.0,36.0
2017-06-07,36.0,15.0,31.0,75.0,64.0,22.0,25.0,10.0,58.0,35.0
2017-06-08,35.0,7.0,23.0,85.0,70.0,41.0,22.0,6.0,75.0,29.0
2017-06-09,16.0,17.0,24.0,77.0,54.0,24.0,12.0,11.0,63.0,30.0
2017-06-10,10.0,9.0,6.0,35.0,32.0,13.0,5.0,9.0,28.0,22.0
2017-06-11,5.0,5.0,7.0,28.0,28.0,6.0,7.0,1.0,18.0,9.0
2017-06-12,31.0,15.0,27.0,65.0,65.0,26.0,14.0,13.0,61.0,18.0
2017-06-13,38.0,17.0,30.0,75.0,67.0,24.0,24.0,16.0,59.0,34.0
2017-06-14,25.0,25.0,27.0,75.0,66.0,27.0,27.0,12.0,58.0,25.0
2017-06-15,30.0,21.0,35.0,74.0,72.0,32.0,18.0,4.0,71.0,34.0
2017-06-16,36.0,10.0,19.0,64.0,56.0,33.0,20.0,13.0,63.0,32.0
2017-06-17,19.0,10.0,12.0,28.0,29.0,23.0,9.0,5.0,25.0,17.0
2017-06-18,4.0,4.0,8.0,34.0,30.0,6.0,6.0,2.0,24.0,12.0
2017-06-19,28.0,24.0,20.0,113.0,101.0,23.0,17.0,16.0,95.0,34.0
2017-06-20,28.0,23.0,24.0,91.0,91.0,35.0,22.0,20.0,90.0,40.0
2017-06-21,32.0,22.0,33.0,120.0,102.0,37.0,27.0,14.0,94.0,38.0
2017-06-22,37.0,17.0,27.0,76.0,78.0,30.0,21.0,10.0,69.0,34.0
2017-06-23,30.0,21.0,17.0,53.0,46.0,33.0,27.0,12.0,58.0,45.0
2017-06-24,12.0,5.0,3.0,26.0,14.0,17.0,9.0,7.0,25.0,18.0
2017-06-25,8.0,3.0,3.0,36.0,36.0,18.0,8.0,2.0,39.0,6.0
2017-06-26,23.0,12.0,19.0,66.0,57.0,33.0,18.0,12.0,57.0,43.0
2017-06-27,30.0,20.0,26.0,104.0,109.0,28.0,27.0,11.0,96.0,33.0
2017-06-28,34.0,20.0,28.0,81.0,74.0,32.0,22.0,14.0,74.0,46.0
2017-06-29,23.0,14.0,18.0,80.0,83.0,37.0,23.0,11.0,73.0,28.0
2017-06-30,24.0,14.0,11.0,57.0,47.0,27.0,19.0,11.0,45.0,24.0
2017-07-01,5.0,4.0,7.0,30.0,35.0,9.0,5.0,4.0,28.0,10.0
2017-07-02,4.0,6.0,8.0,37.0,48.0,5.0,6.0,6.0,44.0,2.0
2017-07-03,24.0,12.0,10.0,67.0,62.0,33.0,15.0,16.0,58.0,34.0
2017-07-04,7.0,11.0,7.0,48.0,33.0,8.0,13.0,5.0,40.0,11.0
2017-07-05,29.0,23.0,21.0,90.0,68.0,28.0,25.0,11.0,76.0,27.0
2017-07-06,32.0,13.0,21.0,99.0,88.0,33.0,30.0,6.0,95.0,29.0
2017-07-07,28.0,28.0,11.0,78.0,78.0,41.0,33.0,11.0,81.0,39.0
